Nº,Project,TestClassName,No. Methods,Vocabulary,Word,Strings,Numeric Literals,Comments,Special,Non Whithe Characters,No. Method Invoctions,No. Field Access,No. Primitives,AST size,Max Depth,Avg Depth,Avg Depth Squared,Avg Depth Triple,Deg2,Deg3,DegPerm,Dexterity,No. Expressions,No. Try,No. Catch,No. Loop,No. Break,No. Continue,No. Conditions,No. Else,No. &&,No. ||,No. Ternary,Bad API,Junit,Hamcrest,Mockito
15019,jfreechart,MonthDateFormat,10,54,188,12,7,2408,563,4531,19,15,12,313,14,3.134185303514377,11.20447284345048,67.12140575079871,1922,14510,1645071684,43,315,0,0,1,0,0,8,1,0,0,0,0,0,0,0
15020,jfreechart,XYImageAnnotation,12,89,242,15,5,1971,669,4634,23,19,27,404,11,2.900990099009901,8.836633663366337,38.93069306930693,2764,31300,-945551865,36,375,0,0,0,0,0,10,1,0,1,0,0,0,0,0
15021,jfreechart,Week,24,92,509,202,45,4928,1622,10235,71,44,40,1081,17,2.81313598519889,11.484736355226643,77.98242368177614,5121,62571,7361391,41,917,2,2,0,0,0,26,11,4,1,0,0,0,0,0
15022,jfreechart,XYSplineRenderer,14,134,676,46,47,3130,1562,9070,83,25,65,1384,28,2.764450867052023,14.401734104046243,166.44653179190752,5270,37334,1632222273,50,1170,0,0,7,0,0,22,6,2,0,4,0,0,0,0
15023,jfreechart,IntervalXYDelegateTest,3,28,139,32,12,206,266,1615,39,0,3,288,8,2.1909722222222223,6.475694444444445,25.69097222222222,1394,17204,-775570561,21,215,0,0,0,0,0,0,0,0,0,0,11,1,0,0
15024,jfreechart,TimeSeriesCollectionTest,13,125,825,257,146,725,1734,9821,248,0,33,1901,10,2.0910047343503417,6.121514992109416,23.941609679116254,10857,222371,-1684008005,35,1482,1,2,0,0,0,0,0,0,0,0,27,1,0,0
15025,jfreechart,MyDialLayerChangeListener,2,6,8,0,0,105,35,275,0,0,1,2,5,18,41,132,108,634,5805,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15026,jfreechart,ChartPanelTest,17,83,434,211,36,1483,1069,7513,101,21,18,1009,11,2.375619425173439,7.6798810703667,34.49851337958375,4960,41756,-1385820079,33,799,2,2,0,0,0,0,0,0,0,0,0,1,0,0
15027,jfreechart,CategoryMarker,8,35,107,5,2,1287,341,2443,5,7,7,142,9,3.6267605633802815,11.21830985915493,48.92253521126761,1035,8001,2007836124,38,159,0,0,0,0,0,5,0,0,0,0,0,0,0,0
15028,jfreechart,StackedXYAreaRendererTest,8,69,265,121,48,514,608,3603,64,0,10,605,11,2.2363636363636363,7.19504132231405,33.90247933884297,2656,20280,-603673281,27,452,2,2,0,0,0,0,0,0,0,0,8,1,0,0
15029,jfreechart,HeatMapDataset,10,14,29,0,0,2353,273,2709,0,0,17,0,4,0,0,0,412,3312,1932055396,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15030,jfreechart,XYAreaRendererState,1,9,16,0,0,172,53,387,0,2,0,21,9,5.238095238095238,20.285714285714285,115.52380952380952,152,684,5264,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15031,jfreechart,LineChartTest,7,69,152,133,26,547,413,2697,29,7,7,366,11,2.5437158469945356,8.87704918032787,46.62568306010929,1451,7437,79847688,34,286,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15032,jfreechart,AbstractObjectList,13,49,201,19,18,1442,605,3888,20,27,25,435,11,2.974712643678161,11.213793103448277,63.802298850574715,2209,19097,862530331,43,360,0,0,4,0,0,11,1,2,0,0,0,0,0,0
15033,jfreechart,XYItemRendererState,7,26,71,0,0,2020,315,2846,0,8,41,55,9,5.672727272727273,17.272727272727273,78.21818181818182,816,7292,2084145099,24,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15034,jfreechart,CategoryAnnotation,1,13,19,0,0,387,49,547,0,0,1,0,5,0,0,0,132,900,363034,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15035,jfreechart,XYDataItem,13,38,142,12,9,1525,558,3001,14,14,15,280,13,3.414285714285714,13.55,81.90714285714286,1618,15238,-522697327,39,249,1,1,0,0,0,8,3,0,0,1,0,0,0,0
15036,jfreechart,CyclicXYItemRenderer,19,82,575,0,122,2693,1529,8416,33,13,52,1245,17,2.7373493975903616,10.81285140562249,69.15180722891566,6466,72394,-975085721,40,1108,0,0,1,0,0,33,1,16,4,0,0,0,0,0
15037,jfreechart,ShipNeedle,4,44,90,0,15,538,264,1597,20,0,5,155,9,2.838709677419355,8.619354838709677,37.561290322580646,915,6043,44001137,30,165,0,0,0,0,0,4,0,2,0,0,0,0,0,0
15038,jfreechart,BorderArrangementTest,6,51,1979,0,519,512,3849,20876,489,0,7,4263,9,1.904996481351161,5.189068730940652,18.465165376495424,108778,21522356,-1060816645,23,3548,0,0,0,0,0,0,0,0,0,0,12,1,0,0
15039,jfreechart,LegendTitle,34,205,653,72,16,4506,1786,12940,107,74,22,1225,15,2.8938775510204082,9.871836734693877,51.839183673469385,9066,244534,-317028479,43,1108,0,0,4,0,0,25,2,2,0,0,0,0,0,0
15040,jfreechart,OutlierTest,4,24,96,0,29,199,243,1221,30,0,5,209,9,2.4832535885167464,8.282296650717702,38.33971291866029,964,6956,2004233075,21,176,0,0,0,0,0,0,0,0,0,0,8,1,0,0
15041,jfreechart,CategoryTableXYDataset,27,66,282,0,0,4138,902,7608,41,25,42,367,9,3.784741144414169,12.318801089918257,55.79019073569482,3616,62536,736283,31,426,0,0,0,0,0,6,1,0,0,0,0,0,0,0
15042,jfreechart,KeyedValues2DDataset,0,2,3,0,0,126,16,185,0,0,0,0,3,0,0,0,17,65,29,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15043,jfreechart,XYIntervalTest,3,15,95,0,70,190,310,1274,24,0,3,264,8,2.1363636363636362,6.4772727272727275,26.818181818181817,1486,16752,862467094,20,218,0,0,0,0,0,0,0,0,0,0,10,1,0,0
15044,jfreechart,DefaultMultiValueCategoryDataset,19,79,368,27,18,2374,974,6434,49,35,30,704,13,2.971590909090909,11.133522727272727,63.17613636363637,3622,39140,1413168791,38,623,0,0,4,0,0,18,3,2,0,0,0,0,0,0
15045,jfreechart,StackedBarRenderer,9,130,393,0,18,2173,923,6929,59,7,34,747,16,2.6653279785809905,10.558232931726907,67.66131191432396,3520,33916,334588451,40,609,0,0,1,0,0,27,11,12,3,0,0,0,0,0
15046,jfreechart,XYDotRenderer,13,120,319,35,14,2776,926,6505,46,20,32,550,12,2.78,9.372727272727273,48.40181818181818,3167,30697,1968851952,38,498,0,0,0,0,0,17,1,0,0,0,0,0,0,0
15047,jfreechart,PointerNeedleTest,3,15,56,0,0,183,122,742,14,0,3,102,8,2.764705882352941,9.411764705882353,43.35294117647059,378,1568,7522,18,81,0,0,0,0,0,0,0,0,0,0,6,1,0,0
15048,jfreechart,XYBubbleRenderer,7,130,417,21,19,2246,941,7064,65,3,28,718,14,2.4623955431754876,8.629526462395543,50.56267409470752,4049,41517,-1884992789,43,604,0,0,0,2,0,20,3,1,1,0,0,0,0,0
15049,jfreechart,CategoryDatasetHandler,5,34,96,23,0,590,215,1690,10,4,3,114,12,3.780701754385965,14.166666666666666,85.04385964912281,813,5583,83504824,27,129,0,0,0,0,0,4,3,0,0,0,0,0,0,0
15050,jfreechart,PiePlot,131,589,3477,270,117,29714,9654,71703,568,369,286,6528,19,2.699142156862745,9.951593137254902,61.268075980392155,69722,8357794,1688777582,49,5820,0,0,10,0,2,145,26,8,1,2,0,0,0,0
15051,jfreechart,PieSectionEntityTest,3,27,151,126,36,199,380,1870,53,0,3,345,10,2.1449275362318843,7.04927536231884,34.892753623188405,2081,35003,738367388,22,287,0,0,0,0,0,0,0,0,0,0,18,1,0,0
15052,jfreechart,PeriodAxisLabelInfoTest,5,66,413,62,18,305,632,3831,55,0,9,773,10,2.1021992238033635,6.536869340232859,28.415265200517464,5697,166527,6224721,24,593,0,0,0,0,0,0,0,0,0,0,22,1,0,0
15053,jfreechart,TextBlock,14,92,348,26,24,2330,870,5949,36,15,41,618,15,2.9741100323624594,11.883495145631068,75.22653721682848,2937,21927,-236212011,42,562,0,0,2,0,0,11,4,0,15,1,0,0,0,0
15054,jfreechart,StrokeChooserPanel,4,29,55,0,1,442,156,1169,11,7,2,113,13,3.265486725663717,14.575221238938052,102.82300884955752,480,2300,83162,34,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15055,jfreechart,KeyToGroupMap,12,66,278,64,7,1758,758,4926,47,23,9,583,16,3.0308747855917666,13.614065180102916,98.06346483704974,2384,17694,-522648749,42,456,3,3,3,0,0,18,2,0,0,0,0,0,0,0
15056,jfreechart,XYItemEntity,9,29,87,41,1,921,312,1936,3,11,13,124,10,3.9596774193548385,12.57258064516129,58.63709677419355,1055,8753,-284883222,32,145,0,0,0,0,0,4,0,1,0,0,0,0,0,0
15057,jfreechart,RendererUtilsTest,11,28,619,140,647,609,2535,11669,278,0,42,2081,12,1.8034598750600672,5.244113407015858,24.16866890917828,12153,149709,-76164361,27,1741,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15058,jfreechart,LineUtilsTest,2,26,178,0,105,39,496,2084,72,0,8,432,9,1.8958333333333333,5.19212962962963,20.6875,3247,72329,387091,24,377,0,0,0,0,0,4,0,0,0,0,0,1,0,0
15059,jfreechart,DatasetChangeEvent,2,14,29,0,0,585,97,802,0,2,0,14,7,7,21.428571428571427,90.14285714285714,168,822,5957,19,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15060,jfreechart,DisplayChart,3,38,78,160,3,728,313,1978,14,0,5,164,10,2.573170731707317,8.658536585365853,42.48780487804878,753,5373,1282584636,28,129,0,0,0,0,0,8,1,0,1,0,0,0,0,0
15061,jfreechart,PinNeedle,4,45,112,0,8,503,287,1672,18,0,13,217,12,2.9170506912442398,10.705069124423963,59.40552995391705,1134,9514,-244964432,32,192,0,0,0,0,0,5,0,1,0,0,0,0,0,0
15062,jfreechart,MarkerChangeEvent,2,6,16,0,0,386,84,574,0,2,0,14,7,5.857142857142857,18.428571428571427,80.85714285714286,144,706,5346,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15063,jfreechart,Args,3,12,39,88,1,737,184,1250,0,0,7,49,9,4.346938775510204,17.163265306122447,99.85714285714286,446,3056,3750715,18,59,0,0,0,0,0,3,0,0,0,0,0,0,0,0
15064,jfreechart,CategoryTick,6,25,88,2,4,579,257,1643,6,12,4,158,10,3.2088607594936707,10.651898734177216,51.5126582278481,847,5103,1932423219,32,156,0,0,0,0,0,5,0,1,0,0,0,0,0,0
15065,jfreechart,AbstractAnnotation,11,45,126,0,4,2020,380,3590,11,8,13,171,14,4.064327485380117,17.923976608187136,123.4327485380117,1240,11842,-2102069263,38,188,0,0,1,0,0,3,0,0,0,0,0,0,0,0
15066,jfreechart,WindItemRenderer,3,92,274,11,19,964,503,3496,48,0,16,453,12,2.3509933774834435,7.600441501103753,38.258278145695364,3773,103285,-419418045,29,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15067,jfreechart,DefaultWindDataset,13,61,286,131,10,3188,926,6380,27,14,21,523,18,3.1778202676864247,14.038240917782026,105.47609942638623,2349,17025,-1194927831,43,458,0,0,3,0,0,10,2,0,2,0,0,0,0,0
15068,jfreechart,CategoryToolTipGenerator,1,15,21,0,0,715,85,825,0,0,2,0,5,0,0,0,79,433,5085,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15069,jfreechart,URLUtilities,1,20,49,8,0,360,141,849,5,0,0,82,15,4.085365853658536,22.71951219512195,205.15853658536585,335,1359,41389,29,67,2,3,0,0,0,0,0,0,0,0,0,0,0,0
15070,jfreechart,XYBarChartTest,6,65,130,170,24,475,349,2247,29,6,6,292,11,2.5719178082191783,8.83904109589041,45.39383561643836,1323,8035,1282591482,31,235,1,1,0,0,0,0,0,0,0,0,1,1,0,0
15071,jfreechart,MeterNeedleTest,1,24,133,0,31,97,267,1269,44,0,1,273,8,1.9120879120879122,5.1501831501831505,18.857142857142858,1811,36205,-2147452210,18,230,0,0,0,0,0,0,0,0,0,0,15,1,0,0
15072,jfreechart,BlockBorderTest,3,23,92,0,32,202,228,1198,15,0,3,211,9,2.293838862559242,7.687203791469194,36.758293838862556,853,4735,479011897,21,174,0,0,0,0,0,0,0,0,0,0,6,1,0,0
15073,jfreechart,OHLCTest,4,19,104,0,56,247,302,1221,25,0,6,267,8,2.235955056179775,6.925093632958801,29.202247191011235,1278,10786,109652437,20,213,0,0,0,0,0,0,0,0,0,0,9,1,0,0
15074,jfreechart,LevelRendererTest,8,54,211,103,21,631,495,3018,56,0,13,449,11,2.3719376391982183,7.717149220489977,36.32739420935412,1904,12252,-1771680759,27,341,1,1,0,0,0,0,0,1,0,0,10,1,0,0
15075,jfreechart,SeriesChangeListener,1,5,6,0,0,147,22,252,0,0,1,0,5,0,0,0,56,260,254,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15076,jfreechart,DialTextAnnotationTest,4,38,186,49,9,264,357,1988,60,0,6,369,8,2.140921409214092,6.205962059620596,24.254742547425476,1880,26556,-1375345129,23,293,0,0,0,0,0,0,0,0,0,0,17,1,0,0
15077,jfreechart,StandardDialRangeTest,4,33,144,0,12,263,282,1680,45,0,6,283,8,2.23321554770318,6.678445229681979,27.12367491166078,1274,10984,110028135,21,224,0,0,0,0,0,0,0,0,0,0,13,1,0,0
15078,jfreechart,JSONStreamAware,1,5,7,0,0,476,54,556,0,0,1,0,5,0,0,0,47,199,157,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15079,jfreechart,Vector,7,21,67,0,5,524,263,1262,4,14,14,166,12,3.283132530120482,13.813253012048193,86.84939759036145,789,4641,1932062263,30,145,0,0,0,0,0,4,0,0,0,0,0,0,0,0
15080,jfreechart,ColorBlock,8,52,126,7,1,1079,342,2349,19,6,7,155,9,3.606451612903226,10.741935483870968,45.29677419354839,1148,8240,2004810617,34,182,0,0,0,0,0,3,0,0,0,0,0,0,0,0
15081,jfreechart,CombinedDomainCategoryPlotTest,9,90,388,166,44,499,754,4985,82,4,6,783,9,2.0842911877394634,5.823754789272031,22.704980842911876,4560,64570,-883493115,29,587,0,0,0,0,0,0,0,0,0,0,5,1,0,0
15082,jfreechart,StatisticalLineAndShapeRenderer,12,137,554,0,20,2469,1247,8737,110,17,23,968,18,2.549586776859504,10.097107438016529,69.86363636363636,4605,37771,625246593,37,836,0,0,0,0,0,33,12,3,0,0,0,0,0,0
15083,jfreechart,MeterIntervalTest,3,20,78,38,16,215,193,1054,11,0,3,175,9,2.394285714285714,8.291428571428572,41.41142857142857,649,2935,46378,22,142,0,0,0,0,0,0,0,0,0,0,4,1,0,0
15084,jfreechart,Align,2,38,117,0,7,860,425,2191,13,0,26,139,10,4.884892086330935,14.611510791366907,65.05755395683454,2008,24930,-1813587118,22,178,0,0,0,0,0,6,0,0,0,0,0,0,0,0
15085,jfreechart,XYLineAnnotationTest,5,34,243,0,90,313,545,2928,43,0,7,553,8,2.0488245931283906,5.929475587703436,23.379746835443036,3101,43787,-2147323015,22,446,0,0,0,0,0,0,0,0,0,0,18,1,0,0
15086,jfreechart,PinNeedleTest,3,15,56,0,0,179,122,686,14,0,3,102,8,2.764705882352941,9.411764705882353,43.35294117647059,378,1568,7522,18,81,0,0,0,0,0,0,0,0,0,0,6,1,0,0
15087,jfreechart,MinuteTest,18,84,489,155,130,1080,1084,6471,125,0,24,1113,10,2.2596585804132974,7.2120395327942495,32.55615453728661,4624,30282,-1113977841,28,850,4,4,0,0,0,0,0,0,0,0,3,1,0,0
15088,jfreechart,XYSeriesCollectionTest,18,79,762,859,116,912,1805,10484,272,0,19,1799,10,2.1706503613118397,6.646470261256254,28.158421345191773,8440,97450,1502896037,28,1386,10,11,0,0,0,0,0,0,0,0,5,1,0,0
15089,jfreechart,FontChooserPanel,6,70,231,132,5,792,584,3772,60,22,5,493,11,2.5294117647058822,8.294117647058824,39.24746450304259,2627,31893,512870927,36,405,0,0,2,2,0,7,2,1,0,0,0,0,0,0
15090,jfreechart,StandardDialScale,49,167,774,242,38,8571,2501,19232,81,142,105,1586,17,2.8455233291298865,10.12673392181589,56.5655737704918,12802,501730,-838556400,41,1471,0,0,2,1,0,30,0,2,1,0,0,0,0,0
15091,jfreechart,StandardDialRange,22,92,321,138,17,3014,992,7140,28,44,46,617,12,3.0372771474878446,10.794165316045381,55.79254457050243,4029,64365,526255127,38,581,0,0,0,0,0,12,0,0,0,0,0,0,0,0
15092,jfreechart,MarkerTest,15,95,498,398,40,966,1164,7451,169,25,16,1152,9,2.334201388888889,7.481770833333333,32.52690972222222,4497,31633,-1480027824,31,909,8,8,0,0,0,0,0,0,0,0,0,1,0,0
15093,jfreechart,LineAndShapeRenderer,35,183,761,26,25,7270,2154,16753,122,58,98,1327,18,2.7234363225320273,9.798040693293142,60.22305953278071,9337,207405,-1665171633,40,1187,0,0,0,0,0,43,7,3,1,2,0,0,0,0
15094,jfreechart,WindDataset,2,7,14,0,0,633,110,769,0,0,4,0,4,0,0,0,127,683,2191,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15095,jfreechart,WaferMapDataset,19,59,210,0,5,1996,647,4302,20,26,32,333,12,3.5555555555555554,12.324324324324325,63.66366366366366,2566,34404,1409430034,32,337,0,0,2,0,0,8,1,0,0,0,0,0,0,0
15096,jfreechart,GrayPaintScale,10,30,115,64,8,1594,469,3114,4,18,18,227,13,3.198237885462555,11.859030837004406,70.36123348017621,1345,11163,109670896,36,214,0,0,0,0,0,7,0,0,1,0,0,0,0,0
15097,jfreechart,StatisticalLineAndShapeRendererTest,8,51,196,93,23,512,488,3335,56,0,10,439,11,2.3849658314350797,7.865603644646924,37.018223234624145,1778,10364,1318920051,29,342,1,1,0,0,0,0,0,0,0,0,8,1,0,0
15098,jfreechart,CategoryAnchorTest,3,20,72,0,0,223,131,937,15,0,5,125,8,2.376,7.272,31.128,451,1793,3965,18,105,0,0,0,0,0,0,0,0,0,0,4,1,0,0
15099,jfreechart,TableXYDatasetTest,13,45,311,24,75,623,773,4447,126,0,9,698,8,2.2621776504297992,6.849570200573066,28.23925501432665,3128,24376,1184691306,25,566,0,0,0,0,0,0,0,0,0,0,7,1,0,0
15100,jfreechart,LongNeedleTest,3,15,56,0,0,180,122,700,14,0,3,102,8,2.764705882352941,9.411764705882353,43.35294117647059,378,1568,7522,18,81,0,0,0,0,0,0,0,0,0,0,6,1,0,0
15101,jfreechart,ValueAxis,72,307,1637,154,72,16259,4632,34976,277,107,195,2977,18,2.853879744709439,10.991602284178704,69.29123278468256,24509,1360727,-1203311050,45,2644,0,0,3,0,2,89,28,6,5,2,0,0,0,0
15102,jfreechart,VerticalAlignment,5,17,62,75,1,602,238,1669,5,4,3,101,10,4.237623762376238,14.594059405940595,73.38613861386139,808,5926,2004320016,33,107,0,0,0,0,0,6,3,0,0,0,0,0,0,0
15103,jfreechart,WaterfallBarRendererTest,6,34,167,0,0,349,305,2024,48,0,8,306,8,2.392156862745098,7.4640522875816995,31.313725490196077,1353,11273,110377394,21,245,0,0,0,0,0,0,0,0,0,0,14,1,0,0
15104,jfreechart,CrosshairLabelGenerator,1,5,6,0,0,197,39,283,0,0,0,0,5,0,0,0,47,199,157,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15105,jfreechart,DefaultXYDataset,15,65,292,181,23,3923,1135,7351,34,26,56,653,11,2.7580398162327717,9.823889739663093,50.50995405819295,2949,22823,862746175,45,525,0,0,2,0,0,13,1,0,2,0,0,0,0,0
15106,jfreechart,Dataset,4,10,17,0,0,660,79,872,0,0,3,0,5,0,0,0,156,810,5459,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15107,jfreechart,NormalDistributionFunction2DTest,4,18,64,0,19,288,177,1326,12,0,5,137,8,2.656934306569343,8.715328467153284,39.70802919708029,584,2636,48683,20,110,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15108,jfreechart,IntervalCategoryToolTipGeneratorTest,6,29,126,73,0,342,314,2280,31,0,6,256,9,2.625,9.015625,41.7421875,961,5109,479373711,22,200,0,0,0,0,0,0,0,0,0,0,12,1,0,0
15109,jfreechart,EmptyBlock,5,33,70,0,1,831,191,1556,10,0,4,56,9,5.160714285714286,15.410714285714286,68.69642857142857,694,5640,1279395487,24,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15110,jfreechart,LegendRenderingOrder,4,15,51,61,1,476,185,1397,4,3,2,81,9,4.296296296296297,14.444444444444445,69.4074074074074,641,4287,1932062610,33,88,0,0,0,0,0,5,1,0,0,0,0,0,0,0
15111,jfreechart,RangeTypeTest,3,21,105,0,0,195,179,1167,28,0,5,190,8,2.263157894736842,6.894736842105263,28.568421052631578,696,3682,479005543,18,164,0,0,0,0,0,0,0,0,0,0,10,1,0,0
15112,jfreechart,HourTest,22,86,510,145,119,1362,1150,6848,126,0,28,1141,10,2.340929009640666,7.690622261174409,35.94829097283085,4714,34070,2077229231,28,875,4,4,0,0,0,0,0,0,0,0,3,1,0,0
15113,jfreechart,ChartFactory,54,274,2988,485,73,28634,7013,61363,281,0,111,4168,16,2.8294145873320535,9.664827255278311,50.44793666026872,27575,412259,171251078,36,3934,0,0,2,0,0,76,11,8,2,8,0,0,0,0
15114,jfreechart,StandardCategoryToolTipGeneratorTest,6,27,138,99,0,303,350,2398,34,0,6,296,9,2.5945945945945947,9.033783783783784,42.32432432432432,1151,7669,2004561366,21,230,0,0,0,0,0,0,0,0,0,0,14,1,0,0
15115,jfreechart,AbstractXYAnnotation,9,48,131,0,3,1463,390,2846,7,12,9,181,11,3.657458563535912,12.651933701657459,65.4475138121547,1290,10844,1647168981,35,207,0,0,0,0,0,8,0,0,0,0,0,0,0,0
15116,jfreechart,Size2D,9,19,57,28,3,892,267,1721,0,10,12,108,9,3.75,11.787037037037036,52.416666666666664,903,8355,-898427210,31,104,0,0,0,0,0,4,0,0,0,0,0,0,0,0
15117,jfreechart,Tick,8,26,92,28,1,989,323,2195,5,13,5,157,11,3.515923566878981,11.426751592356688,56.71337579617835,1154,10430,109696004,32,156,0,0,0,0,0,6,0,0,0,0,0,0,0,0
15118,jfreechart,TimeSeriesTableModel,11,42,124,50,14,1289,474,3048,13,14,15,249,14,3.891566265060241,17.746987951807228,125.93975903614458,1515,13081,-2101671128,34,227,1,1,0,0,0,15,13,0,1,0,0,0,0,0
15119,jfreechart,BlockParams,7,16,32,0,2,1175,174,1752,0,9,12,55,7,4.472727272727273,13.854545454545455,58.03636363636364,555,4305,1278948632,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15120,jfreechart,Value,1,3,3,0,0,109,27,154,0,0,0,0,4,0,0,0,33,129,56,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15121,jfreechart,DatasetChangeListener,1,5,6,0,0,181,22,289,0,0,1,0,5,0,0,0,56,260,254,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15122,jfreechart,MyComparableObjectSeries,4,13,34,0,0,189,67,585,0,0,3,19,6,6.7894736842105265,17.42105263157895,59.21052631578947,274,1504,16044,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15123,jfreechart,StandardCategoryURLGenerator,7,46,148,130,6,1149,452,3314,17,16,7,279,11,3,10.634408602150538,56.784946236559136,1451,10061,-288130936,39,277,1,1,0,0,0,5,0,0,0,4,0,0,0,0
15124,jfreechart,WindDataItem,6,20,79,31,3,565,260,1521,6,11,2,155,11,3.3548387096774195,11.67741935483871,60.3741935483871,792,4756,1932074407,33,141,0,0,0,0,0,8,3,0,0,0,0,0,0,0
15125,jfreechart,TextFragment,15,74,256,79,12,2124,775,4929,29,26,17,416,14,3.3461538461538463,12.302884615384615,71.91346153846153,2694,27630,-1371144466,35,421,0,0,0,0,0,13,3,0,0,3,0,0,0,0
15126,jfreechart,CompositeTitle,12,61,169,22,1,1719,497,3778,23,14,7,243,9,3.3868312757201644,10.588477366255145,46.300411522633745,1687,15303,-1194615691,35,260,0,0,0,0,0,5,0,0,0,0,0,0,0,0
15127,jfreechart,CustomXYItemLabelGeneratorTest,3,25,75,66,0,198,161,1068,18,0,3,149,10,2.597315436241611,9.348993288590604,48.38255033557047,611,3895,1932061080,21,116,0,0,0,0,0,0,0,0,0,0,3,1,0,0
15128,jfreechart,VectorSeriesCollection,18,63,266,48,2,2773,779,5511,41,16,34,410,11,3.2243902439024392,11.585365853658537,60.78048780487805,2518,26182,-1853575162,39,401,0,0,1,0,0,4,0,0,1,0,0,0,0,0
15129,jfreechart,XIntervalSeriesTest,14,53,401,104,213,746,1224,5435,152,3,15,1008,9,2.0853174603174605,6.015873015873016,24.490079365079364,5422,51954,1431287380,27,860,0,0,0,0,0,0,0,0,0,0,16,1,0,0
15130,jfreechart,TickType,4,15,55,14,0,460,181,1116,3,3,1,91,10,3.9450549450549453,14.076923076923077,73.50549450549451,597,3645,479009994,32,92,0,0,0,0,0,5,1,0,0,0,0,0,0,0
15131,jfreechart,DialPlotTest,10,69,419,0,21,634,769,4616,110,28,12,898,8,2.1959910913140313,6.365256124721603,24.318485523385302,5016,86966,1926720558,26,708,0,0,0,0,0,0,0,0,0,0,19,1,0,0
15132,jfreechart,XYDotRendererTest,6,52,213,30,29,405,445,2427,59,0,8,457,9,2.24945295404814,6.936542669584245,29.347921225382933,2224,25422,264897689,23,345,0,0,0,0,0,0,0,0,0,0,11,1,0,0
15133,jfreechart,CSV,6,42,194,0,19,1066,438,2914,35,6,12,375,15,2.776,12.221333333333334,89.192,1373,6177,39976290,33,304,0,0,3,0,0,7,2,0,0,0,0,0,0,0
15134,jfreechart,PieLabelLinkStyle,5,17,68,89,0,590,243,1685,6,4,2,112,11,4.017857142857143,14.678571428571429,80.19642857142857,774,5210,1278955170,32,116,0,0,0,0,0,6,2,0,0,0,0,0,0,0
15135,jfreechart,PieLabelRecord,16,36,145,3,5,1735,557,3649,3,34,26,308,11,3.2662337662337664,10.487012987012987,48.811688311688314,2308,32116,-722541039,31,282,0,0,0,0,0,13,1,0,0,0,0,0,0,0
15136,jfreechart,YIntervalDataItem,5,19,51,0,0,501,197,1127,7,0,7,94,8,3.234042553191489,11.23404255319149,52.57446808510638,430,2140,403877,22,73,0,0,0,0,0,3,3,0,0,0,0,0,0,0
15137,jfreechart,ImageTitle,11,79,365,67,10,2699,898,6740,54,8,29,646,14,2.738390092879257,10.069659442724458,58.252321981424146,3023,23321,-1144392162,37,571,0,0,0,0,0,16,8,0,2,0,0,0,0,0
15138,jfreechart,LogarithmicAxis,28,158,1002,115,118,6306,2822,18012,159,40,108,2346,28,3.03537936913896,17.291133844842285,182.66197783461212,8971,105029,121844491,42,1921,0,0,4,0,0,68,38,36,21,14,0,0,0,0
15139,jfreechart,SeriesDataset,3,13,16,0,0,518,84,666,0,0,3,0,5,0,0,0,126,676,5331,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15140,jfreechart,FastScatterPlotTest,6,66,350,40,61,370,745,4088,102,1,20,816,12,2.1262254901960786,6.609068627450981,29.75857843137255,4848,109416,1409690412,36,623,1,1,1,0,0,0,0,0,0,0,37,1,0,0
15141,jfreechart,Month,23,74,389,99,40,4280,1282,8379,46,39,27,811,15,2.9198520345252774,11.462392108508014,71.08014796547472,4134,50112,-868401878,40,709,1,1,0,0,0,23,10,0,2,0,0,0,0,0
15142,jfreechart,PaintSample,5,38,84,0,4,448,181,1228,9,6,6,151,9,2.76158940397351,8.443708609271523,37.01324503311258,808,5114,518925635,26,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
